BatchFileName,Indiv_Index,Race,DifficultyPerceiving,AgeCategory,Gender,DistanceBetweenOfficerAndIndividual,ReasonUseOfForce_EffectArrest,ReasonUseOfForce_PreventOffence,ReasonUseOfForce_PreventEscape,ReasonUseOfForce_ProtectOtherOfficers,ReasonUseOfForce_ProtectPublic,ReasonUseOfForce_ProtectSelf,ReasonUseOfForce_ProtectIndividual,ReasonUseOfForce_Unintentional,ReasonUseOfForce_Other,FactorsInfluenceResponse_NatureIncident,FactorsInfluenceResponse_PastHistory,FactorsInfluenceResponse_PhysicalSizeStrength,FactorsInfluenceResponse_OtherFactors,IndividualActions_ResistantPassive,IndividualActions_ResistantActive,IndividualActions_Assaultive,IndividualActions_SeriousBodilyHarmDeath,PerceiveAccessWeapon,OfficerResponses_DirectionsToComply,OfficerResponses_Comply,OfficerResponses_AttemptDeescalation,OfficerResponses_DeescalationTechniques_Communication,OfficerResponses_DeescalationTechniques_Containment,OfficerResponses_DeescalationTechniques_Cover,OfficerResponses_DeescalationTechniques_Distance,OfficerResponses_DeescalationTechniques_Repositioning,OfficerResponses_DeescalationTechniques_Teamwork,OfficerResponses_DeescalationTechniques_Time,OfficerResponses_DeescalationTechniques_Other,OfficerResponses_AssistControllingBehaviour,OfficerResponses_Reason_ImminentThreat,OfficerResponses_Reason_ActionRequiredImmediately,OfficerResponses_Reason_DeescalationUsedOtherOfficers,OfficerResponses_Reason_Other,TypeForceUsed_PhysicalControl_Check,TypeForceUsed_PhysicalControl_EscortTechniques,TypeForceUsed_PhysicalControl_Grounding,TypeForceUsed_PhysicalControl_Jointlocks,TypeForceUsed_PhysicalControl_Pinning,TypeForceUsed_PhysicalControl_PressurePoints,TypeForceUsed_PhysicalControl_Strikes,TypeForceUsed_PhysicalControl_Other,TypeForceUsed_PhysicalControl_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_Check,TypeForceUsed_IntermediateWeapon_OC_Check,TypeForceUsed_IntermediateWeapon_OC_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_Baton_Check,TypeForceUsed_IntermediateWeapon_Baton_Hard,TypeForceUsed_IntermediateWeapon_Baton_Soft,TypeForceUsed_IntermediateWeapon_Baton_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Check,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_CartridgeMalfunction,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_Disconnect,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_InsufficientProbeSpread,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_OperatorError,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_ProbeMiss,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_WeaponMalfunction,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_Other,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Drawn,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Pointed,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Discharged,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_Cartridge,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_DrivePushStun,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_ThreePointContact,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DrivePushStunCycles,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_ThreePointContactCycles,TypeForceUsed_LessLethalFirearm_Check,TypeForceUsed_LessLethalFirearm_Shotgun_Check,TypeForceUsed_LessLethalFirearm_Shotgun_Pointed,TypeForceUsed_LessLethalFirearm_Shotgun_Discharged,TypeForceUsed_LessLethalFirearm_Shotgun_AssistControllingBehaviour,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Check,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Pointed,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Discharged,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_AssistControllingBehaviour,TypeForceUsed_Other_Check,TypeForceUsed_Other_AssistControllingBehaviour,TypeForceUsed_Firearm_Check,TypeForceUsed_Firearm_Handgun_Check,TypeForceUsed_Firearm_Handgun_Drawn,TypeForceUsed_Firearm_Handgun_Pointed,TypeForceUsed_Firearm_Handgun_Discharged,TypeForceUsed_Firearm_Handgun_AssistControllingBehaviour,TypeForceUsed_Firearm_Rifle_Check,TypeForceUsed_Firearm_Rifle_Pointed,TypeForceUsed_Firearm_Rifle_Discharged,TypeForceUsed_Firearm_Rifle_AssistControllingBehaviour,TypeForceUsed_Firearm_ShotgunLethal_Check,TypeForceUsed_Firearm_ShotgunLethal_Pointed,TypeForceUsed_Firearm_ShotgunLethal_Discharged,TypeForceUsed_Firearm_ShotgunLethal_AssistControllingBehaviour,TypeForceUsed_Firearm_IssuePoliceChallenge,TypeForceUsed_Firearm_Comply,TypeForceUsed_Firearm_NoChallengeWhyNot_NotViable,TypeForceUsed_Firearm_NoChallengeWhyNot_IssuedByAnotherOfficer,TypeForceUsed_Firearm_NoChallengeWhyNot_Other,IndividualInjuries_PhysicalInjuriesIndividual,IndividualInjuries_Treatment_No,IndividualInjuries_Treatment_FirstAid,IndividualInjuries_Treatment_MedicalPersonnelScene,IndividualInjuries_Treatment_AdmissionMedicalFacility,IndividualInjuries_Treatment_MedicalFacility,IndividualInjuries_Treatment_Unknown,IndividualInjuries_Treatment_Other
456623856,2,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,1,1,1,,,,,,,1,,,,,,Yes,Yes,Yes,1,,1,1,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
456623856,3,White,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,,,,,,,,1,,,,,,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
583116242,1,White,No,18 - 24,Female,Less than 3 metres (approx. 10 feet),,,,,1,1,,,,,,,,,,,1,1,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,,1,No,,,,,,,
583116242,2,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,,,1,1,1,,,,,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
583116242,3,White,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),1,1,,1,1,,,,,,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
412365726,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,1,,,,,,,1,1,,,Yes,Yes,Yes,1,,,,,,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
467280725,1,Indigenous,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,1,1,,,,1,1,,1,,,,,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
967077893,1,White,No,65 and older,Male,Greater than 7 metres (more than 23 feet),,1,,1,1,1,,,,,,,,,,,,1,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,,,Yes,,,,"","","",,,,No,,,,,,,
118778866,1,White,No,55 - 64,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,,,,,,,,,1,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,,,Yes,,,,"","","",,,,No,,,,,,,
283661789,1,White,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,,1,1,1,,,,1,1,,,,,,,1,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,,1,No,,,,,,,
730675733,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),,,,,1,1,,,,1,,,1,,,,,,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
751022231,1,Indigenous,No,18 - 24,Female,Less than 3 metres (approx. 10 feet),,1,,1,1,1,,,,,,,1,,,1,,,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
452438752,1,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,,,,,,1,1,,,,,1,,,Yes,No,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
714953369,1,White,No,45 - 54,Female,Less than 3 metres (approx. 10 feet),1,,,,,,,,,1,,,,,,,,,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,,1,No,,,,,,,
714953369,2,White,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,1,,,1,,,,1,1,No,"",No,,,,,,,,,"",1,1,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,No,,,,"",,,,"","","",,,,No,,,,,,,
893430248,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,1,1,,1,,,,1,1,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",1,,,,"",1,1,,Yes,,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
274264879,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,1,,,1,,,1,,,,1,1,Yes,No,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,1,1,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,No,,,,"",Yes,Yes,,,,No,,,,,,,
450793942,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,1,1,,,,1,1,,1,,,,1,1,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
566229812,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,,1,,,,,,1,,,1,,,1,,,Yes,No,Yes,1,1,,1,,1,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,1,1,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,No,,,,"",Yes,No,,,,No,,,,,,,
619254037,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,,,,,,1,1,,1,,,,,,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
603043096,1,Black,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,,,,,,1,1,1,1,1,1,1,1,1,Yes,Yes,No,,,,,,,,,"",,,,1,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
187065295,1,White,No,55 - 64,Male,Less than 3 metres (approx. 10 feet),1,,1,1,,,,,,1,,,,,,1,,,No,"",Yes,1,1,,,1,1,,,No,,,,,1,1,,1,1,,,,Yes,1,,"",,,,"",1,No,,,,,,,,,1,,,,,"","",,,,,"",,,,"",1,Yes,,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
856907323,1,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,,,1,,,,,,1,1,,,,,,,1,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
339733364,1,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,1,,1,1,1,,,,1,1,,1,1,,,,1,Yes,Yes,Yes,1,,,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
494425600,1,White,No,45 - 54,Male,Greater than 7 metres (more than 23 feet),1,,,,1,1,,,,1,,,1,,,,,1,Yes,Yes,No,,,,,,,,,"",,,,1,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,,1,No,,,,,,,
762500477,1,White,No,18 - 24,Trans/Non-binary/Other,Less than 3 metres (approx. 10 feet),1,,,1,1,1,,,,,,1,,,,1,1,,Yes,Yes,Yes,1,,,,,1,,,No,,,,,1,,1,1,1,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,No,,,,No,,,,,,,
813719491,1,East/Southeast Asian,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,,,,1,,,,,,,1,1,Yes,Yes,No,,,,,,,,,"",,,,1,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
479624013,1,Indigenous,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,1,1,1,1,,,,,,1,,1,1,1,,1,Yes,No,Yes,1,,,,1,1,,,Yes,,,,,1,,1,,,,1,,Yes,1,,"",,,,"",1,Yes,,,,,,,,1,1,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
607397845,1,Indigenous,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,1,,,,,,1,,1,,,1,1,,1,Yes,No,Yes,,,,1,,1,,,No,,,,,1,,1,,,,,,Yes,1,,"",,,,"",1,No,,,,,,,1,1,1,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
781097584,1,East/Southeast Asian,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,1,,,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,,,1,,1,,,Yes,,,,,1,,1,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",1,Yes,1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
502824020,1,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),,,,,,1,,,,1,,,1,,,,,1,Yes,No,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,,,,"",,,,"",No,"",,,1,No,,,,,,,
503353891,1,White,No,45 - 54,Male,Greater than 7 metres (more than 23 feet),1,,,1,,,,,,1,,,1,,,,,,Yes,Yes,Yes,1,,1,1,1,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,No,1,,,Yes,,,,"","","",,,,No,,,,,,,
783640067,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,1,1,,,,,,,1,1,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
651624975,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,1,1,,,,,1,1,,1,1,,,,1,Yes,No,Yes,1,,,1,1,,,,No,,,,,1,,,,,,,,Yes,1,,"",,,,"",1,Yes,,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
921698649,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,1,,,1,1,,,Yes,No,Yes,1,,,,1,1,,,No,,,,,1,1,1,,1,,,,No,1,,"",,,,"",1,Yes,,,,,,,,1,1,1,,1,,Multiple Cycles,"",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
156073319,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,1,1,,1,1,,,Yes,No,Yes,1,,,,1,1,,,No,,,,,1,1,1,,1,,,,No,1,,"",,,,"",1,Yes,,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
149916615,1,South Asian,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,,1,,,,1,1,,1,,1,,1,1,Yes,No,Yes,1,,,,,,,,No,,,,,1,,1,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,,,,"",,,,"",Yes,No,,,,No,,,,,,,
666362261,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,1,,,,,1,1,,,Yes,No,Yes,1,,,,1,,,,No,,,,,1,1,1,,,,,,No,1,1,Yes,,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
206871107,1,White,No,17 and younger,Male,Greater than 7 metres (more than 23 feet),1,,,1,1,1,,,,,1,,,,,,,1,Yes,Yes,No,,,,,,,,,"",,,,1,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
501374595,1,White,No,45 - 54,Male,Greater than 7 metres (more than 23 feet),1,,,1,,1,,,,1,,,,,,,1,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
275781969,1,White,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,1,,,1,,1,1,,,1,,1,Yes,No,No,,,,,,,,,"",1,1,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,,,No,,,,"","","",,,,No,,,,,,,
879698070,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,,1,,,1,,1,1,,,,1,,,Yes,Yes,Yes,1,1,,1,,1,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
142613324,1,Black,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,,1,1,,,,,,,,,1,,,,,,Yes,Yes,Yes,1,1,,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",1,Yes,1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
142613324,2,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,,1,1,,,,,,,,,1,,,,,,Yes,Yes,Yes,1,1,,,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",1,Yes,1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
142613324,3,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,,1,1,,,,,,,,,1,,,,,,Yes,Yes,Yes,1,1,,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",1,Yes,1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
142613324,4,White,No,45 - 54,Male,Greater than 7 metres (more than 23 feet),1,1,,1,,,,,,,,,1,,,,,,Yes,Yes,Yes,1,1,,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",1,Yes,1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
634676345,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,1,1,,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",1,,,,"",1,1,,Yes,1,No,1,1,1,1,,Yes,1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
375036402,1,East/Southeast Asian,No,55 - 64,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,,,,,,1,,,,,,1,,,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,1,,,,1,,,,Yes,1,,"",,,,"",1,Yes,,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
208110997,1,White,No,55 - 64,Male,Less than 3 metres (approx. 10 feet),1,1,1,,,,1,,,,,,,,1,,,,Yes,No,Yes,1,,,1,1,,,,No,,,,,1,,1,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,Yes,,,1,,,,
105443633,1,White,No,55 - 64,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,,,,,,,,,1,Yes,Yes,No,,,,,,,,,"",1,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
223175121,1,White,No,17 and younger,Male,Greater than 7 metres (more than 23 feet),1,,,1,1,1,,,,,,,,,,,1,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
473417908,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,,,,,,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,"",1,1,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,,1,No,,,,,,,
144331318,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,,1,1,,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,"",1,1,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
379398969,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,,,1,,,1,1,,,Yes,No,Yes,1,,,,,1,,,No,,,,,1,,1,,,,1,,No,1,,"",,,,"",1,Yes,,,,,,,,1,1,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
840960217,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),,,,,,1,,,,,,,,,,,1,1,Yes,Yes,Yes,1,,,1,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
323017892,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,,1,,,,,,,,,1,1,1,1,Yes,No,Yes,1,,1,1,1,1,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,No,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
979284082,1,White,No,17 and younger,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,1,1,,,1,,1,,,1,Yes,Yes,Yes,1,,,,,,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
406130218,1,Middle Eastern,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,1,1,,,,,,,,,1,,,,Yes,No,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
724299557,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,,,1,,,,,1,,,,,,1,1,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
681072350,1,White,No,65 and older,Male,Greater than 7 metres (more than 23 feet),1,,,,,1,,,,1,,,,,,,,1,Yes,No,Yes,1,,,,,,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
